mse,rmse,mae,r2,mape,smape,model,mae_ci_lower,mae_ci_upper,mae_ci_width
0.7537432312965393,0.8681838695210475,0.7384560108184814,-1.3617979288101196,413.8766,80.82669,TCN,0.72683066,0.74979764,0.022966981
0.861233115196228,0.9280264625517033,0.7875391840934753,-2.2281432151794434,321.73077,75.77433,GRU,0.77508503,0.80002946,0.024944425
1.581475019454956,1.257567103360674,1.096756100654602,-5.0182576179504395,376.9957,119.75053,LSTM,1.0809151,1.1123589,0.031443834
1.600816011428833,1.265233579790243,1.1096967458724976,-4.526119709014893,633.39777,117.506386,Attention,1.0940903,1.1251073,0.031016946
